Key: 98 S-Boxes: 2 3 4
id = 0x0 col = 16384
id = 0x368 col = 16
id = 0x36c col = 16
id = 0x3a8 col = 48
id = 0x3ac col = 32
id = 0x3e8 col = 16
id = 0x728 col = 8
id = 0x72c col = 8
id = 0x768 col = 16
id = 0x76c col = 16
id = 0x7a8 col = 24
id = 0x7ac col = 16
id = 0x7e8 col = 32
id = 0x7ec col = 8
id = 0xb28 col = 8
id = 0xb2c col = 8
id = 0xb68 col = 24
id = 0xb6c col = 24
id = 0xba8 col = 48
id = 0xbac col = 32
id = 0xbe8 col = 40
id = 0xbec col = 8
